keyword,genres
"[""trapper"", ""revenge"", ""survivor"", ""death-in-family"", ""hatred"", ""massacre"", ""mountains"", ""Native-American"", ""scalping"", ""settler"", ""wilderness"", ""wildlife"", ""hermit""]","[""Western""]"
"[""revenge"", ""killing"", ""Native-American"", ""help"", ""death"", ""girl"", ""parent"", ""weapons""]","[""Action"", ""Western""]"
"[""Texas-Ranger"", ""Native-American"", ""outlaw [Western]"", ""rescue"", ""smuggling"", ""cowboy"", ""daughter"", ""gambling"", ""weapons""]","[""Western""]"
"[""friendship"", ""love"", ""Native-American"", ""revenge"", ""romance"", ""scout"", ""survivor"", ""wagon-train"", ""wilderness""]","[""Western""]"
"[""cross-cultural-relations"", ""half-breed"", ""frontier"", ""Native-American"", ""prejudice"", ""racism"", ""settler""]","[""Western""]"
"[""battle [war]"", ""flashback"", ""massacre"", ""Native-American"", ""recollection"", ""cavalry"", ""cross-cultural-relations"", ""General"", ""gunfighter"", ""historical-spoof"", ""Indian (Native-American)-chief"", ""Indian (Native-American)-tribe"", ""last-stand"", ""race/ethnicity"", ""survivor""]","[""Western""]"
"[""expedition"", ""exploration"", ""frontier"", ""frontiersman"", ""fur-trapper"", ""journey"", ""love"", ""Native-American"", ""romance"", ""trapper"", ""wilderness""]","[""Adventure""]"
"[""life-choices"", ""massacre"", ""Native-American"", ""romance"", ""settler"", ""soldier"", ""war""]","[""Adventure"", ""Historical"", ""Film""]"
"[""business"", ""double-cross"", ""drug-dealer"", ""femme-fatale"", ""husband"", ""insurance-fraud"", ""private-detective"", ""seduction"", ""sex""]","[""Crime""]"
"[""ambition"", ""anchorperson"", ""broadcasting"", ""career"", ""fame"", ""manipulation"", ""murder"", ""television"", ""upward-mobility"", ""weatherperson""]","[""Comedy""]"
"[""deception"", ""fortune-hunter"", ""husband-and-wife"", ""murder"", ""wealth"", ""suspicion"", ""business""]","[""Thriller""]"
"[""accidental-death"", ""builder"", ""construction"", ""excitement"", ""extramarital-affair"", ""gangster"", ""hairdresser"", ""hotel"", ""loot"", ""pyromaniac"", ""temptation""]","[""Thriller""]"
"[""jealousy"", ""obsession"", ""pregnancy"", ""brother"", ""child"", ""drowning"", ""frame-up"", ""lawyer"", ""suicide"", ""writer""]","[""Drama""]"
"[""king"", ""homosexual"", ""conspiracy"", ""overthrow"", ""queen [royalty]"", ""killing""]","[""Historical"", ""Film"", ""Drama""]"
"[""con/scam"", ""drifter"", ""extramarital-affair"", ""innkeeper"", ""killing"", ""love"", ""love-triangle"", ""murder"", ""stranger"", ""government"", ""husband"", ""Italy"", ""postman"", ""ring [jewelry]"", ""wife""]","[""Drama""]"
"[""competition"", ""drugs"", ""friendship"", ""hitchhiker"", ""marijuana"", ""on-the-road"", ""rock-band"", ""rock-music""]","[""Adventure"", ""Comedy""]"
"[""deception"", ""drifter"", ""husband-and-wife"", ""murder"", ""small-town"", ""mechanic"", ""car""]","[""Crime"", ""Comedy""]"
"[""taxi"", ""cab-driver"", ""bank-robbery"", ""police-detective""]","[""Comedy""]"
"[""betrayal"", ""extramarital-affair"", ""General"", ""jealousy"", ""killing"", ""Moor"", ""murder"", ""play  [recreation]"", ""stage""]","[""Drama""]"
"[""search"", ""deception"", ""neighbor"", ""newlywed"", ""sex""]","[""Adult""]"
"[""justice"", ""mother"", ""shooting  [crime]""]","[""Drama""]"
"[""""]","[""Comedy"", ""Drama""]"
"[""insurance-investigator"", ""painting"", ""thief"", ""art-theft"", ""computers"", ""entrapment"", ""partner"", ""security-system"", ""skyscraper""]","[""Crime""]"
"[""investigation"", ""murder"", ""parent/child-relationship"", ""family"", ""killing"", ""reunion"", ""vacation""]","[""Mystery""]"
"[""art-dealer"", ""artist"", ""forbidden-love"", ""gangster"", ""international"", ""love"", ""masterpiece"", ""mob-boss"", ""naivete"", ""priceless"", ""reality"", ""robbery"", ""smuggling"", ""talent""]","[""Crime"", ""Drama""]"
"[""investigator"", ""art"", ""false-accusation"", ""help""]","[""Mystery""]"
"[""art-theft"", ""help"", ""mute"", ""thief"", ""woman"", ""statue""]","[""Crime""]"
"[""thief"", ""identity"", ""museum"", ""police-detective""]","[""Crime""]"
"[""amnesia"", ""art-theft"", ""auction"", ""brain"", ""double-cross"", ""head-injury"", ""hypnotherapy"", ""memory"", ""painting"", ""treasure-hunt""]","[""Thriller""]"
"[""robbery"", ""statue""]","[""Crime""]"
"[""con/scam"", ""false-accusation"", ""love"", ""murder"", ""on-the-run"", ""robbery"", ""romance""]","[""Thriller"", ""Crime""]"
"[""robbery"", ""artist"", ""criminology"", ""explosion"", ""gangster"", ""investigation"", ""jewel-robbery"", ""mastermind"", ""opal"", ""stage"", ""stars [celebrities]"", ""treasure""]","[""Thriller""]"
"[""art-collection"", ""Nazi""]","[""Drama""]"
"[""debt"", ""nightclub"", ""rave [event]"", ""robbery"", ""techno-music""]","[""Comedy"", ""Crime""]"
"[""art-theft"", ""cancer"", ""museum""]","[""History"", ""Visual"", ""Arts""]"
"[""escape"", ""impersonation"", ""law"", ""art"", ""art-theft"", ""con/scam"", ""hideout"", ""obsession"", ""on-the-run"", ""robbery"", ""vacation""]","[""Comedy"", ""Crime""]"
"[""artist"", ""art-theft"", ""impulsiveness"", ""loser"", ""paranoia"", ""robbery"", ""terrorism""]","[""Comedy"", ""Drama""]"
"[""abuse"", ""animal-trainer"", ""dolphin"", ""Japan""]","[""Nature""]"
"[""estate"", ""extramarital-affair"", ""injury"", ""woman"", ""groundskeeper""]","[""Drama""]"
"[""conflict"", ""craziness"", ""cross-cultural-relations"", ""death"", ""faith"", ""family"", ""farming"", ""forbidden-love"", ""love"", ""maniac"", ""portrait"", ""religion"", ""rival"", ""son"", ""struggle"", ""tragic-love"", ""play  [recreation]""]","[""Drama""]"
"[""upper-class"", ""aristocracy"", ""Britain"", ""craziness"", ""dance [art]"", ""eccentric"", ""heir"", ""insanity"", ""maniac"", ""mental-institution"", ""music"", ""schizophrenia""]","[""Comedy"", ""Drama""]"
"[""anti-Semitism"", ""humanist"", ""library"", ""religion"", ""scientist"", ""astrology"", ""Christianity"", ""philosophy"", ""slavery""]","[""Drama"", ""Epic""]"
"[""bishop"", ""childhood"", ""Civil-War [US]"", ""doctor/nurse"", ""dysfunctional"", ""morals"", ""neglect"", ""poverty"", ""resentment"", ""son"", ""struggle""]","[""Drama""]"
"[""Taliban"", ""Afghanistan"", ""misogyny"", ""disguise"", ""girl"", ""hidden-identity"", ""totalitarianism""]","[""Drama""]"
"[""abandonment"", ""bad-guy-turns-good"", ""bishop"", ""bride"", ""congregation"", ""evil"", ""extramarital-affair"", ""killing"", ""ranch"", ""townspeople"", ""water""]","[""Western""]"
"[""business"", ""computer-whiz"", ""hallucination"", ""headache"", ""mathematics"", ""mentor"", ""paranoia""]","[""Avant-garde"", ""/"", ""Experimental"", ""Thriller""]"
"[""bishop"", ""ceremony"", ""cow"", ""fantasy"", ""party"", ""soldier"", ""statue"", ""villa""]","[""Avant-garde"", ""/"", ""Experimental""]"
"[""art-collection"", ""artifact"", ""art-theft"", ""destruction"", ""Europe"", ""museum"", ""Nazi"", ""newsreels"", ""pillaging"", ""restoration""]","[""History"", ""Visual"", ""Arts""]"
"[""art-scene"", ""crime-solving"", ""lawyer"", ""murder"", ""painting"", ""son"", ""suspect"", ""victim""]","[""Mystery""]"
"[""accusation"", ""Christmas"", ""community"", ""day-care"", ""gossip"", ""lies"", ""pariah"", ""pedophilia"", ""rumors""]","[""Drama""]"
"[""career"", ""daughter"", ""estrangement"", ""family-tragedy"", ""mother"", ""piano"", ""rebel"", ""reconciliation"", ""teenagers"", ""reunion""]","[""Drama""]"
"[""inheritance"", ""con/scam"", ""love"", ""charity"", ""poverty"", ""reporter""]","[""Comedy"", ""Drama""]"
"[""gangster"", ""brother"", ""mother"", ""psychopath"", ""protection-racket""]","[""Crime""]"
"[""craziness"", ""doctor/nurse"", ""dysfunctional"", ""good-vs-evil"", ""killing"", ""sibling"", ""sister"", ""twins""]","[""Thriller""]"
"[""bomb"", ""inventor"", ""mistress"", ""train [locomotive]"", ""twins"", ""adoption""]","[""Comedy"", ""Drama""]"
"[""Siamese-twins"", ""sister"", ""twins"", ""amateur-detective"", ""detective"", ""journalism"", ""mental-institution"", ""murder"", ""neighbor"", ""reporter"", ""sibling"", ""witness"", ""boyfriend"", ""operation"", ""psychopath"", ""evil"", ""evidence"", ""hospital""]","[""Horror"", ""Thriller""]"
"[""courage"", ""danger"", ""leader"", ""politician"", ""war"", ""actor"", ""army"", ""Britain"", ""disguise"", ""espionage"", ""forces [military]"", ""General"", ""Germany"", ""help"", ""impersonation"", ""intelligence  [gov't]"", ""kidnapping"", ""lookalike"", ""Nazism"", ""officer"", ""personality"", ""plans"", ""rescue"", ""return"", ""safety"", ""tourist"", ""training"", ""troops""]","[""Comedy"", ""Drama""]"
"[""music-promoter"", ""music-scene"", ""punk-rock"", ""rise-to-fame"", ""Siamese-twins""]","[""Comedy"", ""Drama""]"
"[""identity-switch"", ""impersonation"", ""lookalike"", ""spy"", ""assassination"", ""CIA (Central-Intelligence-Agency)"", ""nuclear-weapon""]","[""Action""]"
"[""salesperson"", ""used-car"", ""brother"", ""rival"", ""twins"", ""business"", ""competition"", ""scheme"", ""feud""]","[""Comedy""]"
"[""DNA (Deoxyribonucleic Acid)"", ""doppelganger"", ""genetic-engineering"", ""human-cloning"", ""impostor"", ""science-runs-amok""]","[""Science"", ""Fiction""]"
"[""impersonation"", ""kidnapping"", ""king"", ""kingdom"", ""lookalike"", ""love"", ""overthrow"", ""rescue"", ""role-switching"", ""romance"", ""scheme"", ""swashbuckler"", ""throne""]","[""Adventure""]"
"[""nature"", ""revenge"", ""supernatural-forces""]","[""Drama""]"
"[""afterlife"", ""amputation"", ""car-crash"", ""decay"", ""love-triangle"", ""obsession"", ""painting"", ""pregnancy"", ""suicide"", ""surgery"", ""swan"", ""twins"", ""widow/widower"", ""zoo""]","[""Avant-garde"", ""/"", ""Experimental"", ""Comedy"", ""Drama""]"
"[""connection"", ""lookalike"", ""singer"", ""chance"", ""puppet [doll]""]","[""Drama""]"
"[""""]","[""Drama""]"
"[""adventure"", ""graveyard""]","[""Action""]"
"[""art"", ""artifact"", ""artist"", ""chase"", ""lottery"", ""robbery"", ""search"", ""winner""]","[""Musical""]"
"[""espionage"", ""expedition"", ""gold"", ""killing"", ""missing-person"", ""salvage"", ""search"", ""secret-plan"", ""submarine"", ""tent"", ""trial [courtroom]""]","[""Action"", ""Adventure"", ""Spy"", ""Film""]"
"[""briefcase"", ""isolation"", ""Japanese [nationality]"", ""money"", ""search"", ""tundra""]","[""Drama""]"
"[""civilization"", ""elephant"", ""graveyard"", ""hunting"", ""ivory"", ""jungle"", ""lion"", ""poacher"", ""wilderness""]","[""Adventure""]"
"[""actor"", ""asylum  [mental hospital]"", ""boss [employer]"", ""craziness"", ""decapitation"", ""detective"", ""fake"", ""gardener"", ""hidden"", ""hospital"", ""injection"", ""investigation"", ""investigator"", ""killing"", ""lobotomy"", ""loot"", ""maniac"", ""manic"", ""manic-depressive"", ""masquerade"", ""medical-treatment"", ""mental-institution"", ""patient [medical]"", ""private-detective"", ""psychiatry"", ""search"", ""secrets"", ""shock"", ""shock-therapy"", ""stash"", ""suspect"", ""therapist"", ""undercover""]","[""Thriller""]"
"[""death"", ""family"", ""radio-personality"", ""small-town"", ""treasure"", ""village-idiot""]","[""Drama"", ""Romance""]"
"[""against-all-odds"", ""escape"", ""evil"", ""killing"", ""prince"", ""rescue"", ""robbery"", ""swashbuckler"", ""treason"", ""treasure""]","[""Adventure""]"
"[""daughter"", ""father"", ""gold"", ""institution"", ""teenagers"", ""treasure""]","[""Comedy"", ""Drama""]"
"[""aging"", ""boxing"", ""career"", ""corruption"", ""dignity"", ""has-been"", ""manager"", ""retirement"", ""social-worker"", ""sports"", ""struggle"", ""training"", ""conflict"", ""employment"", ""forces [military]"", ""heavyweight"", ""performer"", ""ring [jewelry]""]","[""Drama""]"
"[""sports"", ""alcoholism"", ""boxing"", ""champion"", ""comeback"", ""family-strife"", ""father"", ""generation-gap"", ""son""]","[""Drama""]"
"[""boxing"", ""controversy"", ""heavyweight"", ""sexual-assault"", ""sports-star""]","[""Sports"", ""&"", ""Recreation""]"
"[""fixed [corruption]"", ""boxing"", ""career"", ""champion"", ""corruption"", ""deception"", ""self-discovery""]","[""Drama""]"
"[""boxing"", ""conflict"", ""corruption"", ""gangster"", ""integrity"", ""manager"", ""physical-abuse"", ""sports""]","[""Drama""]"
"[""African-American"", ""boxing"", ""German [nationality]"", ""heavyweight"", ""match (sports)"", ""Nazi"", ""prizefighter""]","[""History"", ""Sports"", ""&"", ""Recreation""]"
"[""cancer"", ""intern [medical]"", ""jealousy"", ""love"", ""love-triangle"", ""mistress""]","[""Drama"", ""Romance""]"
"[""doctor"", ""eccentric"", ""fugitive"", ""hepatitis"", ""microscope"", ""POW (Prisoner of War)"", ""prostitute/prostitution"", ""soldier"", ""priest"", ""Buddhism""]","[""Comedy"", ""Drama""]"
"[""medical"", ""career"", ""chronicle"", ""committee"", ""court [law]"", ""criminal"", ""cure"", ""diner"", ""diphtheria"", ""disease"", ""doctor/nurse"", ""employment"", ""experiment"", ""fame"", ""formula"", ""Germany"", ""government"", ""health"", ""help"", ""hospital"", ""life"", ""loot"", ""man"", ""organization"", ""partner"", ""patient [medical]"", ""poison"", ""public"", ""release"", ""reputation"", ""research"", ""respect"", ""scientist"", ""serum"", ""syphilis"", ""theory"", ""triumph""]","[""Drama""]"
"[""premature-birth"", ""medical-expense"", ""parent"", ""assisted-suicide"", ""husband-and-wife"", ""technology""]","[""Drama""]"
"[""breast-cancer"", ""charity"", ""corruption""]","[""Culture"", ""&"", ""Society"", ""Health"", ""&"", ""Fitness""]"
"[""investigation"", ""bum"", ""corpse"", ""death"", ""doctor/nurse"", ""hospital"", ""investigator"", ""slice-of-life""]","[""Thriller""]"
"[""animation"", ""autism"", ""cartoonist"", ""puppet [doll]"", ""therapy""]","[""Culture"", ""&"", ""Society""]"
"[""childbirth"", ""cure"", ""disease"", ""experiment"", ""research"", ""scientist"", ""sheep"", ""theory"", ""wife""]","[""Drama""]"
"[""disease"", ""false-accusation"", ""proving-oneself"", ""psychosomatic"", ""quest"", ""sorcerer"", ""superstition"", ""witchcraft""]","[""Drama""]"
"[""""]","[""Culture"", ""&"", ""Society""]"
"[""cancer"", ""discovery"", ""genetics""]","[""Drama""]"
"[""doctor"", ""epidemic"", ""marriage"", ""nurse"", ""serum""]","[""Drama""]"
"[""germ-warfare"", ""government"", ""plague"", ""publisher"", ""scientist"", ""typhus""]","[""Drama"", ""Thriller""]"
"[""coming-of-age"", ""mother"", ""single-parent"", ""sister"", ""swimming"", ""Jewish""]","[""Comedy"", ""Drama"", ""Romance""]"
"[""""]","[""Drama""]"
"[""adolescence"", ""coming-of-age"", ""expectation"", ""hardships"", ""high-school"", ""introspection"", ""life-changes"", ""resilience"", ""self-awareness"", ""self-identity"", ""teenagers"", ""transition""]","[""Culture"", ""&"", ""Society""]"
"[""adolescence"", ""coming-of-age"", ""Australia"", ""discrimination"", ""love-triangle"", ""pregnancy"", ""puberty"", ""small-town"", ""teenagers"", ""unrequited""]","[""Drama"", ""Romance""]"
"[""boarding-school"", ""British"", ""epidemic"", ""faint"", ""friendship"", ""girls'-school""]","[""Drama"", ""Mystery""]"
"[""""]","[""""]"
"[""adolescence"", ""high-school"", ""infatuation"", ""sister"", ""slice-of-life"", ""soccer"", ""teenagers"", ""love"", ""romance"", ""coming-of-age"", ""shyness"", ""advice""]","[""Comedy"", ""Drama"", ""Romance""]"
"[""teenagers"", ""mission [quest]"", ""spy"", ""classmate"", ""espionage"", ""prep-school"", ""CIA (Central-Intelligence-Agency)"", ""robot""]","[""Children's/Family"", ""Spy"", ""Film""]"
"[""adjustment"", ""adolescence"", ""behind-the-scenes"", ""boarding-school"", ""change [personal]"", ""class [social]"", ""culture [social culture]"", ""dormitory"", ""growing-pains"", ""middle-school"", ""schoolgirl""]","[""Culture"", ""&"", ""Society""]"
"[""ambition"", ""childhood"", ""diary"", ""friendship"", ""nanny"", ""parent"", ""schoolgirl"", ""writing""]","[""Children's/Family"", ""Comedy""]"
"[""Australian  [nationality]"", ""friendship"", ""middle-class"", ""overdose"", ""surfing"", ""teenagers""]","[""Drama""]"
"[""coming-of-age"", ""death"", ""elementary-school"", ""grandfather"", ""quest"", ""teacher""]","[""Comedy"", ""Drama""]"
"[""American [nationality]"", ""Canada"", ""car"", ""coming-of-age"", ""cousin"", ""Summer""]","[""Comedy"", ""Drama""]"
"[""horse"", ""trader"", ""nephew"", ""boy"", ""orphan"", ""animal"", ""bounty-hunter"", ""love"", ""millionaire"", ""ranch"", ""salvage"", ""con/scam""]","[""Western""]"
"[""bad-guy"", ""bank"", ""blackmail"", ""double-cross"", ""gambling"", ""gold"", ""gold-mine"", ""good-guy"", ""gunfighter"", ""robbery""]","[""Western""]"
"[""adolescence"", ""coming-of-age"", ""growing-pains""]","[""Culture"", ""&"", ""Society""]"
"[""biological-warfare"", ""biotechnology"", ""Mars"", ""revenge"", ""virus""]","[""Science"", ""Fiction""]"
"[""bad-guy"", ""bounty-hunter"", ""good-guy"", ""killing"", ""love"", ""outlaw [Western]"", ""romance""]","[""Western""]"
"[""barnstorming"", ""betrayal"", ""bounty"", ""bounty-hunter"", ""captain [military]"", ""chase"", ""chief"", ""conflict"", ""death"", ""demands"", ""desert"", ""double-cross"", ""false-accusation"", ""frame-up"", ""fugitive"", ""greed"", ""group"", ""hunting"", ""investigation"", ""killing"", ""loot"", ""manhunt"", ""Mexico"", ""murder"", ""plans"", ""police"", ""posse"", ""problems"", ""promise"", ""pursuit"", ""rampage"", ""reward"", ""sergeant"", ""tracking [following]"", ""trapped""]","[""Action"", ""Western""]"
