"[""boss [employer]"", ""boyfriend"", ""break-up [romantic]"", ""dissatisfaction"", ""girlfriend"", ""lecher"", ""revenge"", ""uncertainty""]","""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,,,,,,
"[""coaching [sports]"", ""ex-wife"", ""homecoming"", ""libido"", ""soccer""]","""Coaches and Players"""," ""Soccer Players"""," ""Starting Over""",,,,,,,,,,,
"[""soccer"", ""accident"", ""bus"", ""false-accusation"", ""rape"", ""team"", ""criminal"", ""unemployment""]","""Success is the Best Revenge"""," ""Small-Town Life"""," ""Miscarriage of Justice"""," ""Soccer Players"""," ""Fighting the System""",,,,,,,,,
"[""arrogance"", ""athlete"", ""attitude"", ""drugs"", ""marital-problems"", ""soccer"", ""sports"", ""STD (Sexually Transmitted Disease)"", ""womanizer"", ""world-cup""]","""Drug Addiction"""," ""Infidelity"""," ""Rise and Fall Stories"""," ""Soccer Players""",,,,,,,,,,
"[""friendship"", ""girlfriend"", ""soccer"", ""stepmother""]","""Soccer Players""",,,,,,,,,,,,,
"[""Arab"", ""co-existence"", ""harmony [peace]"", ""Israel"", ""Jewish"", ""Middle-East"", ""Palestinian  [nationality]"", ""soccer"", ""team"", ""teamwork"", ""truce""]","""Race Relations"""," ""Soccer Players""",,,,,,,,,,,,
"[""American [nationality]"", ""British"", ""escape"", ""German [nationality]"", ""goalie"", ""Nazi"", ""POW (Prisoner of War)"", ""soccer"", ""team""]","""Soccer Players""",,,,,,,,,,,,,
"[""cashier"", ""competition"", ""goalie"", ""insanity"", ""killer"", ""life-changes"", ""mental-illness"", ""player [sports]"", ""profession"", ""soccer"", ""sports"", ""unemployment""]","""Soccer Players"""," ""Unlikely Criminals""",,,,,,,,,,,,
"[""Buddhism"", ""monastery"", ""monk"", ""satellite-dish"", ""soccer""]","""Culture Clash"""," ""Soccer Players"""," ""Teachers and Students""",,,,,,,,,,,
"[""soccer"", ""highlights"", ""retrospective"", ""team""]","""Soccer Players""",,,,,,,,,,,,,
"[""soccer"", ""aspiration"", ""athlete"", ""immigrant""]","""Rags To Riches"""," ""Soccer Players""",,,,,,,,,,,,
"[""soccer"", ""Shaolin"", ""monk"", ""proving-oneself"", ""underdog"", ""courage"", ""determination""]","""Underdogs"""," ""Soccer Players""",,,,,,,,,,,,
"[""freedom"", ""animal"", ""animal-rescue"", ""dysfunctional"", ""friendship"", ""rescue""]","""Fathers and Daughters"""," ""Heroic Mission"""," ""Single Parents""",,,,,,,,,,,
"[""challenge"", ""goalie"", ""grudge"", ""homophobia"", ""homosexual"", ""soccer"", ""team""]","""Soccer Players"""," ""Social Injustice"""," ""Success is the Best Revenge"""," ""Underdogs""",,,,,,,,,,
"[""against-all-odds"", ""childhood"", ""coming-of-age"", ""East Indian"", ""employment"", ""family"", ""family-separation"", ""family-strife"", ""father"", ""poor-family"", ""poverty"", ""struggle"", ""village""]","""Down on Their Luck"""," ""Single Parents""",,,,,,,,,,,,
"[""actor"", ""roommate"", ""apartment"", ""girl"", ""romance"", ""self-discovery"", ""show-business"", ""single-parent"", ""divorce"", ""love"", ""homelessness""]","""Opposites Attract"""," ""Starting Over"""," ""Single Parents""",,,,,,,,,,,
"[""babysitter"", ""balloon"", ""film-student"", ""Parisian""]","""Single Parents""",,,,,,,,,,,,,
"[""soccer"", ""prison"", ""prison-guard"", ""match (sports)"", ""Britain"", ""gambling"", ""prison-warden""]","""Soccer Players"""," ""Redemption"""," ""Underdogs"""," ""Fighting the System"""," ""All Washed Up""",,,,,,,,,
"[""celebrity"", ""fanatic"", ""obsession"", ""soccer""]","""Soccer Players""",,,,,,,,,,,,,
"[""bad-luck"", ""editor"", ""morals"", ""murder"", ""mutilation"", ""newspaper"", ""poverty"", ""promiscuity"", ""prostitute/prostitution"", ""protegé"", ""revenge"", ""seduction"", ""serial-killer"", ""silence"", ""slasher"", ""wife""]","""Femmes Fatales""",,,,,,,,,,,,,
"[""homelessness"", ""street-people"", ""newborn"", ""poverty"", ""street-kid"", ""black-market"", ""thief""]","""Crisis of Conscience"""," ""Down on Their Luck"""," ""Parenthood"""," ""Redemption""",,,,,,,,,,
"[""Superhero"", ""crimefighting"", ""insurance-agent"", ""secret-identity"", ""super-power"", ""villain""]","""Heroic Mission"""," ""Parenthood""",,,,,,,,,,,,
"[""betrayal"", ""deception"", ""extramarital-affair"", ""innocence"", ""jealousy"", ""killing"", ""Moor"", ""tragic-love"", ""victim"", ""budget"", ""production [showbiz]"", ""release""]","""Dangerous Friends""",,,,,,,,,,,,,
"[""bumbler"", ""detective"", ""ineptitude"", ""disguise"", ""jewel-robbery"", ""cat-burglar"", ""false-accusation""]","""Bumbling Cops""",,,,,,,,,,,,,
"[""Moor"", ""tragic-love"", ""deception"", ""friendship"", ""jealousy"", ""manipulation"", ""castle""]","""Dangerous Friends"""," ""Star-Crossed Lovers""",,,,,,,,,,,,
"[""amateur"", ""Britain"", ""bumbler"", ""chase"", ""detective"", ""friendship"", ""ghost"", ""investigation"", ""investigator"", ""killing"", ""murder"", ""Scotland-Yard""]","""Bumbling Cops"""," ""Murder Investigations""",,,,,,,,,,,,
"[""bumbler"", ""police"", ""police-detective"", ""investigation"", ""assassination"", ""ballpark"", ""con/scam"", ""deduction [reasoning]"", ""femme-fatale"", ""mind-control"", ""murder"", ""police-investigation"", ""queen [royalty]"", ""love-conquers-all"", ""opera-singer"", ""scheme"", ""baseball"", ""game"", ""President""]","""Bumbling Cops"""," ""Unlikely Heroes""",,,,,,,,,,,,
"[""serial-killer"", ""investigation"", ""murder-suspect"", ""police-investigation"", ""political-upheaval"", ""South Korea""]","""Murder Investigations"""," ""Serial Killers"""," ""Bumbling Cops""",,,,,,,,,,,
"[""partner"", ""police-detective""]","""Bumbling Cops"""," ""Unlikely Heroes""",,,,,,,,,,,,
"[""detective"", ""bumbler"", ""mental-breakdown"", ""boss [employer]"", ""insanity"", ""maniac"", ""disguise"", ""ray-gun"", ""spy"", ""world-destruction""]","""Bumbling Cops"""," ""Kidnapping"""," ""Police Corruption""",,,,,,,,,,,
"[""fish-out-of-water"", ""partner"", ""police-officer"", ""promotion"", ""small-town""]","""Bumbling Cops"""," ""Fish Out of Water""",,,,,,,,,,,,
"[""investigation"", ""investigator"", ""on-the-run"", ""femme-fatale"", ""missing-person"", ""murder"", ""police"", ""search""]","""Bumbling Cops"""," ""Cons and Scams""",,,,,,,,,,,,
"[""bumbler"", ""jewel-robbery"", ""thief"", ""courtroom"", ""deduction [reasoning]"", ""detective"", ""police-inspector"", ""police-investigation"", ""trial [courtroom]"", ""chase"", ""extramarital-affair"", ""frame-up"", ""opal"", ""ski-resort"", ""handkerchief""]","""Bumbling Cops""",,,,,,,,,,,,,
"[""smuggling"", ""investigation"", ""murder"", ""police"", ""robbery"", ""undercover"", ""weapons-dealer""]","""Fish Out of Water"""," ""Bumbling Cops""",,,,,,,,,,,,
"[""actor"", ""private-detective"", ""deception"", ""deduction [reasoning]"", ""impersonation"", ""protegé"", ""alcoholism""]","""Assumed Identities"""," ""Bumbling Cops""",,,,,,,,,,,,
"[""janitor"", ""delinquency"", ""police-officer"", ""social-worker"", ""rehabilitation [criminal]"", ""street-gang"", ""teenagers""]","""Kids in Trouble"""," ""Bumbling Cops""",,,,,,,,,,,,
"[""gangster"", ""airport"", ""capture"", ""commando"", ""corruption"", ""fishing-village"", ""friendship"", ""incompetence"", ""invasion"", ""lawyer"", ""military"", ""on-the-run"", ""police"", ""security-guard"", ""union [labor union]""]","""Bumbling Cops"""," ""Nothing Goes Right""",,,,,,,,,,,,
"[""bumbler"", ""police"", ""police-detective"", ""crimefighting"", ""investigation"", ""deduction [reasoning]"", ""political-leader"", ""criminal"", ""escapades"", ""industrialist"", ""kidnapping"", ""rescue"", ""business"", ""femme-fatale"", ""ecology"", ""evil"", ""nuclear-energy""]","""Bumbling Cops"""," ""Kidnapping"""," ""Unlikely Heroes""",,,,,,,,,,,
"[""detective"", ""French [nationality]"", ""investigation"", ""jewel-robbery"", ""partner"", ""team"", ""thief"", ""whiz-kid""]","""Bumbling Cops"""," ""Jewel Theft"""," ""Priceless Artifacts and Prized Objects"""," ""Star Detectives""",,,,,,,,,,
"[""casino"", ""convention"", ""crimefighter"", ""mall"", ""security-guard""]","""Bumbling Cops"""," ""Heroic Mission"""," ""Kidnapping""",,,,,,,,,,,
"[""college-student"", ""false-accusation"", ""murder"", ""backwoods"", ""courtroom"", ""cousin"", ""lawyer"", ""fish-out-of-water"", ""girlfriend"", ""Italian [nationality]"", ""judge"", ""name-clearing"", ""justice""]","""Fish Out of Water"""," ""Culture Clash"""," ""Bumbling Cops"""," ""Miscarriage of Justice""",,,,,,,,,,
"[""cross-cultural-relations"", ""half-breed"", ""hero"", ""hostage"", ""Native-American"", ""prejudice"", ""race/ethnicity"", ""racism"", ""robbery"", ""social-issues"", ""stagecoach"", ""escort"", ""kidnapping"", ""ransom"", ""inheritance"", ""gangster""]","""Social Injustice"""," ""Hostage Situations"""," ""White People Among Indians""",,,,,,,,,,,
"[""adventurer"", ""buffalo"", ""frontiersman"", ""hunting"", ""Indian (Native-American)-fighter"", ""life-changes"", ""Native-American"", ""scout""]","""Bohemian Life"""," ""Military Life"""," ""White People Among Indians"""," ""Interracial/Cross-Cultural Romance""",,,,,,,,,,
"[""attack"", ""cavalry"", ""cross-cultural-relations"", ""massacre"", ""Native-American"", ""revenge"", ""romance"", ""safety"", ""soldier"", ""survivor"", ""traveling"", ""warning""]","""White People Among Indians""",,,,,,,,,,,,,
"[""cavalry"", ""cross-cultural-relations"", ""Indian (Native-American)-reservation"", ""Native-American"", ""peacemaker"", ""prison"", ""racism"", ""rebel"", ""renegade"", ""spiritual"", ""teacher""]","""Race Relations"""," ""White People Among Indians""",,,,,,,,,,,,
"[""captive"", ""Indian (Native-American)-tribe"", ""Native-American"", ""scheme"", ""survivor"", ""oil-company""]","""White People Among Indians""",,,,,,,,,,,,,
"[""Sioux [Lakota]"", ""Mountie (Royal Canadian Mounted Police)"", ""Indian (Native-American)-uprising"", ""attack"", ""Canada"", ""wilderness"", ""false-accusation"", ""massacre"", ""border [geographic]"", ""cavalry"", ""alliance"", ""invasion"", ""wagon-train""]","""Opposites Attract"""," ""White People Among Indians""",,,,,,,,,,,,
"[""trapper"", ""revenge"", ""survivor"", ""death-in-family"", ""hatred"", ""massacre"", ""mountains"", ""Native-American"", ""scalping"", ""settler"", ""wilderness"", ""wildlife"", ""hermit""]","""Lone Wolves"""," ""Survival in the Wilderness"""," ""White People Among Indians"""," ""Out For Revenge""",,,,,,,,,,
"[""revenge"", ""killing"", ""Native-American"", ""help"", ""death"", ""girl"", ""parent"", ""weapons""]","""Race Relations"""," ""White People Among Indians""",,,,,,,,,,,,
"[""Texas-Ranger"", ""Native-American"", ""outlaw [Western]"", ""rescue"", ""smuggling"", ""cowboy"", ""daughter"", ""gambling"", ""weapons""]","""Cons and Scams"""," ""Sheriffs and Outlaws"""," ""White People Among Indians""",,,,,,,,,,,
"[""friendship"", ""love"", ""Native-American"", ""revenge"", ""romance"", ""scout"", ""survivor"", ""wagon-train"", ""wilderness""]","""Out For Revenge"""," ""Taming the West"""," ""White People Among Indians""",,,,,,,,,,,
"[""cross-cultural-relations"", ""half-breed"", ""frontier"", ""Native-American"", ""prejudice"", ""racism"", ""settler""]","""Culture Clash"""," ""Race Relations"""," ""White People Among Indians""",,,,,,,,,,,
"[""battle [war]"", ""flashback"", ""massacre"", ""Native-American"", ""recollection"", ""cavalry"", ""cross-cultural-relations"", ""General"", ""gunfighter"", ""historical-spoof"", ""Indian (Native-American)-chief"", ""Indian (Native-American)-tribe"", ""last-stand"", ""race/ethnicity"", ""survivor""]","""White People Among Indians"""," ""Culture Clash"""," ""Social Injustice""",,,,,,,,,,,
"[""expedition"", ""exploration"", ""frontier"", ""frontiersman"", ""fur-trapper"", ""journey"", ""love"", ""Native-American"", ""romance"", ""trapper"", ""wilderness""]","""White People Among Indians""",,,,,,,,,,,,,
"[""life-choices"", ""massacre"", ""Native-American"", ""romance"", ""settler"", ""soldier"", ""war""]","""White People Among Indians""",,,,,,,,,,,,,
"[""business"", ""double-cross"", ""drug-dealer"", ""femme-fatale"", ""husband"", ""insurance-fraud"", ""private-detective"", ""seduction"", ""sex""]","""Femmes Fatales"""," ""Dangerous Attraction"""," ""Assumed Identities"""," ""Treacherous Spouses"""," ""Cons and Scams""",,,,,,,,,
"[""ambition"", ""anchorperson"", ""broadcasting"", ""career"", ""fame"", ""manipulation"", ""murder"", ""television"", ""upward-mobility"", ""weatherperson""]","""Femmes Fatales"""," ""Teachers and Students"""," ""Dangerous Attraction"""," ""Treacherous Spouses""",,,,,,,,,,
"[""deception"", ""fortune-hunter"", ""husband-and-wife"", ""murder"", ""wealth"", ""suspicion"", ""business""]","""Treacherous Spouses"""," ""Woman In Jeopardy""",,,,,,,,,,,,
"[""accidental-death"", ""builder"", ""construction"", ""excitement"", ""extramarital-affair"", ""gangster"", ""hairdresser"", ""hotel"", ""loot"", ""pyromaniac"", ""temptation""]","""Dangerous Attraction"""," ""Femmes Fatales"""," ""Infidelity"""," ""Treacherous Spouses""",,,,,,,,,,
"[""jealousy"", ""obsession"", ""pregnancy"", ""brother"", ""child"", ""drowning"", ""frame-up"", ""lawyer"", ""suicide"", ""writer""]","""Femmes Fatales"""," ""Miscarriage of Justice"""," ""Treacherous Spouses""",,,,,,,,,,,
"[""king"", ""homosexual"", ""conspiracy"", ""overthrow"", ""queen [royalty]"", ""killing""]","""Crowned Heads"""," ""Treacherous Spouses""",,,,,,,,,,,,
"[""con/scam"", ""drifter"", ""extramarital-affair"", ""innkeeper"", ""killing"", ""love"", ""love-triangle"", ""murder"", ""stranger"", ""government"", ""husband"", ""Italy"", ""postman"", ""ring [jewelry]"", ""wife""]","""Infidelity"""," ""Treacherous Spouses""",,,,,,,,,,,,
"[""competition"", ""drugs"", ""friendship"", ""hitchhiker"", ""marijuana"", ""on-the-road"", ""rock-band"", ""rock-music""]","""Bumbling Cops"""," ""Drug Trade"""," ""Unlikely Criminals""",,,,,,,,,,,
"[""deception"", ""drifter"", ""husband-and-wife"", ""murder"", ""small-town"", ""mechanic"", ""car""]","""Nothing Goes Right"""," ""Femmes Fatales"""," ""Small-Town Life"""," ""Treacherous Spouses""",,,,,,,,,,
"[""taxi"", ""cab-driver"", ""bank-robbery"", ""police-detective""]","""Bumbling Cops"""," ""Bank Robbery""",,,,,,,,,,,,
"[""betrayal"", ""extramarital-affair"", ""General"", ""jealousy"", ""killing"", ""Moor"", ""murder"", ""play  [recreation]"", ""stage""]","""Dangerous Friends""",,,,,,,,,,,,,
"[""search"", ""deception"", ""neighbor"", ""newlywed"", ""sex""]","""Infidelity""",,,,,,,,,,,,,
"[""justice"", ""mother"", ""shooting  [crime]""]","""Death of a Child"""," ""Families in Crisis"""," ""Intersecting Lives"""," ""Mothers and Daughters"""," ""Mothers and Sons"""," ""Parenthood"""," ""Redemption""",,,,,,,
"[""""]","""Family Gatherings"""," ""Intersecting Lives"""," ""Mothers and Daughters"""," ""Mothers and Sons"""," ""Parenthood""",,,,,,,,,
"[""insurance-investigator"", ""painting"", ""thief"", ""art-theft"", ""computers"", ""entrapment"", ""partner"", ""security-system"", ""skyscraper""]","""Perfect Crime"""," ""Art Theft"""," ""Bank Robbery"""," ""Cons and Scams"""," ""One Last Heist""",,,,,,,,,
"[""investigation"", ""murder"", ""parent/child-relationship"", ""family"", ""killing"", ""reunion"", ""vacation""]","""Art Theft"""," ""Unlikely Criminals"""," ""Bumbling Cops""",,,,,,,,,,,
"[""art-dealer"", ""artist"", ""forbidden-love"", ""gangster"", ""international"", ""love"", ""masterpiece"", ""mob-boss"", ""naivete"", ""priceless"", ""reality"", ""robbery"", ""smuggling"", ""talent""]","""Art Theft"""," ""Perfect Crime""",,,,,,,,,,,,
"[""investigator"", ""art"", ""false-accusation"", ""help""]","""Art Theft"""," ""Star Detectives""",,,,,,,,,,,,
"[""art-theft"", ""help"", ""mute"", ""thief"", ""woman"", ""statue""]","""Art Theft""",,,,,,,,,,,,,
"[""thief"", ""identity"", ""museum"", ""police-detective""]","""Unlikely Criminals"""," ""Art Theft""",,,,,,,,,,,,
"[""amnesia"", ""art-theft"", ""auction"", ""brain"", ""double-cross"", ""head-injury"", ""hypnotherapy"", ""memory"", ""painting"", ""treasure-hunt""]","""Amnesia"""," ""Art Theft"""," ""Crime Gone Awry""",,,,,,,,,,,
"[""robbery"", ""statue""]","""Art Theft"""," ""Cons and Scams""",,,,,,,,,,,,
"[""con/scam"", ""false-accusation"", ""love"", ""murder"", ""on-the-run"", ""robbery"", ""romance""]","""Americans Abroad"""," ""Art Theft"""," ""Criminal's Revenge""",,,,,,,,,,,
"[""robbery"", ""artist"", ""criminology"", ""explosion"", ""gangster"", ""investigation"", ""jewel-robbery"", ""mastermind"", ""opal"", ""stage"", ""stars [celebrities]"", ""treasure""]","""Art Theft"""," ""Assumed Identities"""," ""Cons and Scams"""," ""Jewel Theft""",,,,,,,,,,
"[""art-collection"", ""Nazi""]","""Art Theft""",,,,,,,,,,,,,
"[""debt"", ""nightclub"", ""rave [event]"", ""robbery"", ""techno-music""]","""Art Theft"""," ""Perfect Crime"""," ""Unlikely Criminals""",,,,,,,,,,,
"[""art-theft"", ""cancer"", ""museum""]","""Art Theft""",,,,,,,,,,,,,
"[""escape"", ""impersonation"", ""law"", ""art"", ""art-theft"", ""con/scam"", ""hideout"", ""obsession"", ""on-the-run"", ""robbery"", ""vacation""]","""One Last Heist"""," ""Art Theft"""," ""Class Differences""",,,,,,,,,,,
"[""artist"", ""art-theft"", ""impulsiveness"", ""loser"", ""paranoia"", ""robbery"", ""terrorism""]","""Art Theft""",,,,,,,,,,,,,
"[""abuse"", ""animal-trainer"", ""dolphin"", ""Japan""]","""Scandals and Cover-Ups"""," ""Obsessive Quests"""," ""Redemption""",,,,,,,,,,,
"[""estate"", ""extramarital-affair"", ""injury"", ""woman"", ""groundskeeper""]","""Infidelity"""," ""Scandals and Cover-Ups""",,,,,,,,,,,,
"[""conflict"", ""craziness"", ""cross-cultural-relations"", ""death"", ""faith"", ""family"", ""farming"", ""forbidden-love"", ""love"", ""maniac"", ""portrait"", ""religion"", ""rival"", ""son"", ""struggle"", ""tragic-love"", ""play  [recreation]""]","""Fathers and Sons"""," ""Religious Zealotry""",,,,,,,,,,,,
"[""upper-class"", ""aristocracy"", ""Britain"", ""craziness"", ""dance [art]"", ""eccentric"", ""heir"", ""insanity"", ""maniac"", ""mental-institution"", ""music"", ""schizophrenia""]","""Assumed Identities"""," ""Culture Clash"""," ""Fighting the System"""," ""Religious Zealotry""",,,,,,,,,,
"[""anti-Semitism"", ""humanist"", ""library"", ""religion"", ""scientist"", ""astrology"", ""Christianity"", ""philosophy"", ""slavery""]","""Political Unrest"""," ""Religious Zealotry"""," ""Unrequited Love""",,,,,,,,,,,
"[""bishop"", ""childhood"", ""Civil-War [US]"", ""doctor/nurse"", ""dysfunctional"", ""morals"", ""neglect"", ""poverty"", ""resentment"", ""son"", ""struggle""]","""Fathers and Sons"""," ""Mothers and Sons"""," ""Religious Zealotry""",,,,,,,,,,,
